ISIN,DESCRIPTION,Par Value,PRICE,MARKET_VALUE,WEIGHT,ISSUE_DT,MATURITY,BICS_LEVEL_1_SECTOR_NAME,AMT_ISSUED,AMT_OUTSTANDING,CRNCY,CNTRY_OF_RISK,DEBT_EBITDA,CUR_EV_COMPONENT,EV_TO_T12M_EBITDA,EBITDA_TO_INTEREST_EXPN,BB_1YR_DEFAULT_PROB,RSK_BB_IMPLIED_CDS_SPREAD,GUARANTOR,INVESTMENT_GRADE,DUR_MID,CNVX_MID,YAS_YLD_SPREAD,YAS_OAS_SPRD,Z_SPRD_MID
US031162CP32,AMGN 2.65 05/11/22,1500000,96.914,1457133,0.028723214,5/11/2017,5/11/2022,Health Care,1500000000,1500000000,USD,US,0.361869579,4506,11.40151276,#N/A N/A,1.38284E-05,59,0,1,3.271330105,0.121734907,87.0441,75.45335169,75.88902604
US53944YAC75,LLOYDS 3 01/11/22,1500000,95.871,1456940,0.02871941,1/11/2017,1/11/2022,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.001508631,96,0,1,2.91915228,0.098549237,169.9714,157.701316,157.9863239
US780097BA81,RBS 4.8 04/05/26,1500000,96.235,1456925,0.028719114,4/5/2016,4/5/2026,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.003867874,110,0,1,6.169969396,0.431756031,249.299,250.5035387,250.6379968
US06051GGQ64,BAC 2.816 07/21/23,1500000,96.024,1456904,0.0287187,7/21/2017,7/21/2023,Financials,1500000000,1500000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000156814,58,0,1,3.408487576,0.1324063,125.2637,110.3878689,114.35464
US90131HBG92,FOXA 6.4 12/15/35,1147160,123.83,1456626,0.02871322,6/9/2006,12/15/2035,Communications,1147160000,1147160000,USD,US,1.639229422,13945,14.17766616,5.576923077,5.88069E-06,66,1,1,11.00150178,1.566288347,128.2755,145.1560008,143.6529638
US66989HAE80,NOVNVX 2.4 09/21/22,1500000,96.559,1456485,0.028710441,9/21/2012,9/21/2022,Health Care,1500000000,1500000000,USD,CH,1.115015348,17153,15.11342741,17.7953668,4.02723E-07,20,1,1,3.603541229,0.146768404,64.1767,53.22018415,53.254095
US86562MAH34,SUMIBK 2.442 10/19/21,1500000,96.681,1455608,0.028693153,10/19/2016,10/19/2021,Financials,1500000000,1500000000,USD,JP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.006179692,63,0,1,2.756289902,0.088090843,90.3612,79.3621462,79.48275819
US55336VAT70,MPLX 5 ? 02/15/49,1500000,96.599,1455173,0.028684579,11/15/2018,2/15/2049,Energy,1500000000,1500000000,USD,US,4.413461538,14010,14.30152151,6.331081081,6.04538E-05,79,0,1,14.74268313,3.152171996,257.9102,272.2734271,272.9629773
US05565QBR83,BPLN 4.742 03/11/21,1400000,102.641,1453755,0.028656627,3/11/2011,3/11/2021,Energy,1400000000,1400000000,USD,GB,#N/A N/A,57937,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1,1,2.130776721,0.055768052,50.5251,38.17476101,38.50111881
US01609WAP77,BABA 3 ? 11/28/21,1473138,98.49,1452684,0.028635515,11/25/2015,11/28/2021,Consumer Discretionary,1473138000,1473138000,USD,CN,-3.986303234,-96000,37.1326253,25.61245093,9.5564E-06,93,0,1,2.841504094,0.093486835,88.2783,75.71671474,77.54912252
US80281LAE56,SANUK 2 ? 08/05/21,1500000,95.79,1452064,0.028623294,8/5/2016,8/5/2021,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000766033,88,0,1,2.534346175,0.075309456,178.333,166.7079601,166.9155153
US251526BP38,DB 3.15 01/22/21,1500000,95.563,1451820,0.028618484,1/22/2018,1/22/2021,Financials,1500000000,1500000000,USD,DE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.009174122,74,0,1,2.026861097,0.049668009,255.5942,242.069673,242.6283085
US20030NBA81,CMCSA 5.15 03/01/20,1400000,102.233,1451490,0.028611979,3/1/2010,3/1/2020,Communications,1400000000,1400000000,USD,US,2.192168808,64407,7.850477419,9.155541154,0.000110469,117,1,1,1.177095794,0.019396764,49.9514,22.346338,38.66258138
US822582BS00,RDSALN 1 ? 05/10/21,1500000,96.587,1451305,0.028608332,5/10/2016,5/10/2021,Energy,1500000000,1500000000,USD,NL,1.173804553,63219,6.804769723,14.75725407,4.59785E-05,52,1,1,2.358563578,0.065888681,57.745,45.92867956,46.04130525
US89114QBL14,TD 1.8 07/13/21,1500000,95.966,1450665,0.028595716,7/13/2016,7/13/2021,Financials,1500000000,1500000000,USD,CA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000170994,59,0,1,2.512563376,0.074350019,64.0561,52.63440241,52.70283482
US961214DA83,WSTP 2 08/19/21,1500000,96.031,1449882,0.028580282,8/19/2016,8/19/2021,Financials,1500000000,1500000000,USD,AU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000411808,95,0,1,2.605253325,0.079385606,79.3685,68.01116778,68.1325765
US46647PAE60,JPM 2.776 04/25/23,1500000,96.288,1449756,0.028577798,4/25/2017,4/25/2023,Financials,1500000000,1500000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,3.220140489,0.11807037,116.1599,102.879196,104.9229239
US06050TJZ66,BAC 6 10/15/36,1250000,115.03,1449750,0.02857768,10/26/2006,10/15/2036,Financials,1250000000,1250000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000156814,58,0,1,11.56062574,1.709175011,163.0523,179.2244631,178.025337
US06738EAS46,BACR 3.684 01/10/23,1500000,95.068,1449352,0.028569834,1/10/2017,1/10/2023,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.003453783,108,0,1,3.749320783,0.159455856,228.3399,215.9193183,217.6343561
US606822AG93,MUFG 2.19 09/13/21,1500000,96.055,1448946,0.028561831,9/13/2016,9/13/2021,Financials,1500000000,1500000000,USD,JP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.006601861,63,0,1,2.664976682,0.082683798,96.8875,85.39527856,85.6580086
US05565QCD88,BPLN 2 ? 05/10/23,1500000,96.289,1448002,0.028543223,5/10/2013,5/10/2023,Energy,1500000000,1500000000,USD,GB,#N/A N/A,57937,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1,1,4.163736224,0.193507871,85.0661,74.8427511,74.79372072
US666807BQ44,NOC 2.55 10/15/22,1500000,96.049,1446791,0.028519352,10/13/2017,10/15/2022,Industrials,1500000000,1500000000,USD,US,2.93826874,12661,15.73378161,10.48333333,8.58159E-05,72,0,1,3.65972286,0.150797889,91.9806,80.90651077,81.22194624
US594918BC73,MSFT 3 ? 02/12/35,1500000,95.201,1445515,0.028494199,2/12/2015,2/12/2035,Technology,1500000000,1500000000,USD,US,-1.001002004,-47952,17.33486974,16.58214416,4.71824E-06,54,0,1,12.22445893,1.77848087,73.8176,88.7001084,88.36483151
US037833DF47,AAPL 2 ? 01/13/25,1500000,95.094,1443483,0.028454144,11/13/2017,1/13/2025,Technology,1500000000,1500000000,USD,US,-1.503304113,-122617,11.62300632,25.24722222,1.4094E-05,64,0,1,5.560523469,0.343763413,82.0759,75.98443786,77.05563055
US87938WAT09,TELEFO 4.103 03/08/27,1500000,95.005,1441145,0.028408057,3/8/2017,3/8/2027,Communications,1500000000,1500000000,USD,ES,2.929357516,56567,5.706208102,8.195949367,5.16761E-05,120,1,1,6.954761459,0.547842097,195.0489,194.6169304,194.8391695
US404280BH13,HSBC 4 ? 11/23/26,1500000,95.813,1440659,0.028398477,11/23/2016,11/23/2026,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000925447,90,0,1,6.747720233,0.512484664,210.4106,210.3528514,210.6295233
US87612EBA38,TGT 4 07/01/42,1500000,94.224,1440193,0.028389291,6/26/2012,7/1/2042,Consumer Staples,1500000000,1500000000,USD,US,1.635511192,10814,8.290771119,10.14564565,3.57587E-05,75,0,1,14.90519688,2.897834425,125.73,139.7875972,139.4201618
US747525AR43,QCOM 2.6 01/30/23,1500000,95.045,1439975,0.028384994,5/26/2017,1/30/2023,Technology,1500000000,1500000000,USD,US,0.66839786,4247,39.98764987,2.998697917,2.84863E-05,71,0,1,3.896041611,0.170711275,112.3774,101.5565189,101.7860508
US438516BM77,HON 1.85 11/01/21,1500000,95.713,1438855,0.028362916,10/31/2016,11/1/2021,Industrials,1500000000,1500000000,USD,US,0.677204147,6782,16.15487553,26.15822785,8.13329E-07,29,0,1,2.810826399,0.091206835,60.0936,48.89363606,49.1164599
US00206RBD35,T 3 02/15/22,1456834,97.771,1438565,0.028357199,2/13/2012,2/15/2022,Communications,1850000000,1456834000,USD,US,3.371941808,175884,8.954888819,7.196190476,0.00016571,127,0,1,3.015853245,0.105209365,96.81,84.57438887,84.8547301
US478160CK81,JNJ 2.9 01/15/28,1500000,94.672,1437843,0.028342967,11/10/2017,1/15/2028,Health Care,1500000000,1500000000,USD,US,0.587690677,17116,15.04567951,26.07708779,1.12458E-07,23,0,1,7.918563407,0.701635988,68.2312,64.87134472,66.04781894
US928563AB16,VMW 2.95 08/21/22,1500000,94.901,1437159,0.028329484,8/21/2017,8/21/2022,Technology,1500000000,1500000000,USD,US,-3.527155336,-9287,18.80336608,27.36486486,3.28626E-05,72,0,1,3.481508901,0.137199408,170.6482,159.5652809,159.7197434
US87938WAM55,TELEFO 5.134 04/27/20,1400000,101.931,1436019,0.028307012,4/26/2010,4/27/2020,Communications,1400000000,1400000000,USD,ES,2.929357516,56567,5.706208102,8.195949367,5.16761E-05,120,1,1,1.332641883,0.023835363,89.9913,65.16082881,78.28646942
US026874DH71,AIG 3.9 04/01/26,1500000,94.861,1434453,0.028276143,3/22/2016,4/1/2026,Financials,1500000000,1500000000,USD,US,#N/A N/A,32444,#N/A N/A,#N/A N/A,0.000127812,110,0,1,6.342658767,0.450901276,179.9366,179.9837213,181.2515905
US22546QAD97,CS 5.4 01/14/20,1385102,101.306,1433941,0.02826605,1/14/2010,1/14/2020,Financials,2500000000,1385102000,USD,CH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000421815,48,0,1,1.044658077,0.015801177,126.8239,96.18427603,115.2831336
US456837AH61,INTNED 3.95 03/29/27,1500000,94.722,1432845,0.028244446,3/29/2017,3/29/2027,Financials,1500000000,1500000000,USD,NL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.0029307,67,0,1,7.052871458,0.560774437,183.9843,183.4695752,183.6611743
US666807BM30,NOC 2.93 01/15/25,1500000,94.254,1431756,0.028222979,10/13/2017,1/15/2025,Industrials,1500000000,1500000000,USD,US,2.93826874,12661,15.73378161,10.48333333,8.58159E-05,72,0,1,5.530943744,0.34038562,117.4052,111.4145808,112.4041496
US05565QDN51,BPLN 3.279 09/19/27,1500000,94.664,1431300,0.028213991,9/19/2017,9/19/2027,Energy,1500000000,1500000000,USD,GB,#N/A N/A,57937,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1,1,7.591156964,0.644807935,110.0721,107.5121656,108.6118639
US887317AW59,TWX 3.6 07/15/25,1500000,93.926,1430940,0.028206894,6/4/2015,7/15/2025,Communications,1500000000,1500000000,USD,US,3.371941808,175884,8.954888819,7.196190476,0.00016571,127,1,1,5.808277386,0.378747815,167.228,168.5014745,169.5783056
US780097BE04,RBS 3.498 05/15/23,1500000,95.12,1430735,0.028202853,5/15/2017,5/15/2023,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.003867874,110,0,1,3.238621151,0.118661338,229.3749,204.0682922,218.2366124
US14040HBJ32,COF 4.2 10/29/25,1500000,94.869,1430560,0.028199404,10/29/2015,10/29/2025,Financials,1500000000,1500000000,USD,US,3.098140651,45683,6.621901647,3.871832006,0.000116816,109,0,1,5.986120875,0.401100546,212.108,213.5832531,214.0779137
US37045VAF76,GM 6 ? 10/02/43,1499952,94.05,1428934,0.028167352,7/21/2014,10/2/2043,Consumer Discretionary,1499952000,1499952000,USD,US,-0.151578169,-433,2.388636015,38.7426087,0.001682808,231,0,1,12.38387461,2.19865177,361.5863,377.0378117,376.6223441
US548661DP97,LOW 3.1 05/03/27,1500000,94.866,1428028,0.028149493,5/3/2017,5/3/2027,Consumer Discretionary,1500000000,1500000000,USD,US,1.722313011,13701,12.59963192,12.36834094,1.75071E-05,85,0,1,7.392667769,0.606436844,89.942,87.95540762,89.28178416
US172967JP75,C 3.3 04/27/25,1500000,94.78,1427888,0.028146733,4/27/2015,4/27/2025,Financials,1500000000,1500000000,USD,US,2.838339901,155880,6.766516687,2.599564085,0.000990965,70,0,1,5.752758459,0.366526963,132.7934,135.0721441,135.3974787
US594918BQ69,MSFT 2 08/08/23,1500000,94.497,1427788,0.028144762,8/8/2016,8/8/2023,Technology,1500000000,1500000000,USD,US,-1.001002004,-47952,17.33486974,16.58214416,4.71824E-06,54,0,1,4.424863087,0.217493835,50.5437,39.86157382,40.26896927
US713448DY13,PEP 3 10/15/27,1500000,94.699,1427610,0.028141253,10/10/2017,10/15/2027,Consumer Staples,1500000000,1500000000,USD,US,1.631352349,21322,14.24373708,11.18853171,6.82734E-07,44,0,1,7.753539957,0.668010546,82.1646,79.45912683,80.54952719
US92343VDW19,VZ 3 ? 03/16/22,1433303,98.856,1427606,0.028141174,3/16/2017,3/16/2022,Communications,1850000000,1433303000,USD,US,2.303156638,111996,7.569338118,9.37418128,2.05888E-05,84,0,1,3.096975148,0.110724421,73.2144,61.83970712,61.91728564
US887317BB04,TWX 3.8 02/15/27,1500000,93.865,1426500,0.028119372,12/8/2016,2/15/2027,Communications,1500000000,1500000000,USD,US,3.371941808,175884,8.954888819,7.196190476,0.00016571,127,1,1,6.966351436,0.547865337,180.3577,178.8507769,179.9984631
US151020BB94,CELG 3.9 02/20/28,1500000,93.806,1425290,0.028095521,2/20/2018,2/20/2028,Health Care,1500000000,1500000000,USD,US,2.620445493,17764,15.55463122,9.91954023,0.000144103,93,0,1,7.65541243,0.666762178,181.1557,177.9346534,178.9013465
US42824CAY57,HPE 6.35 10/15/45,1492420,94.47,1424894,0.028087715,12/30/2016,10/15/2045,Technology,1492420000,1492420000,USD,US,1.429330709,7296,6.539636897,11.00598802,0.000499542,111,0,1,12.72674117,2.370545668,363.2316,378.1159483,378.3788226
US02209SAS23,MO 4 01/31/24,1400000,100.262,1424201,0.028074054,10/31/2013,1/31/2024,Consumer Staples,1400000000,1400000000,USD,US,1.17592971,11550,12.80615838,13.26766304,5.63437E-06,58,1,1,4.619705857,0.242324411,120.9578,110.1822242,110.35522
US054561AG00,EQH 4.35 04/20/28,1500000,94.262,1423355,0.028057378,4/20/2018,4/20/2028,Financials,1500000000,1500000000,USD,US,#N/A N/A,691,#N/A N/A,#N/A N/A,4.07531E-05,98,0,1,7.672685014,0.67137663,224.0902,220.7482343,221.6919242
US21684AAF30,RABOBK 3 ? 07/21/26,1500000,93.369,1422566,0.028041825,7/21/2016,7/21/2026,Financials,1500000000,1500000000,USD,NL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000269731,48,1,1,6.543329986,0.482653076,189.1957,189.9103986,190.0467279
US747525AK99,QCOM 4.8 05/20/45,1500000,94.474,1421510,0.028021009,5/20/2015,5/20/2045,Technology,1500000000,1500000000,USD,US,0.66839786,4247,39.98764987,2.998697917,2.84863E-05,71,0,1,14.88820677,3.023833101,201.2113,215.0309235,215.5429354
US46647PAS56,JPM 3.514 06/18/22,1400000,99.727,1419956,0.027990376,6/18/2018,6/18/2022,Financials,1400000000,1400000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,2.384177752,0.068400655,92.738,75.97730429,81.10594394
US38141GXA74,GS 4.411 04/23/39,1500000,94.037,1419561,0.02798259,4/23/2018,4/23/2039,Financials,1500000000,1500000000,USD,US,2.290809947,78644,5.701179838,2.206561242,0.00158664,141,0,1,12.92255421,2.102110298,172.8819,185.5796941,186.9270982
US037833AZ38,AAPL 2 ? 02/09/25,1500000,93.645,1417488,0.027941727,2/9/2015,2/9/2025,Technology,1500000000,1500000000,USD,US,-1.503304113,-122617,11.62300632,25.24722222,1.4094E-05,64,0,1,5.672629361,0.355179505,75.0195,77.25972187,77.62034901
US539439AR07,LLOYDS 4 ? 03/22/28,1500000,93.478,1416753,0.027927238,3/22/2018,3/22/2028,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.001508631,96,0,1,7.579026957,0.657103992,236.4273,234.077654,234.2313667
US891160MJ94,TD 3 ? 09/15/31,1500000,93.547,1416346,0.027919215,9/15/2016,9/15/2031,Financials,1500000000,1500000000,USD,CA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000170994,59,0,1,6.724498393,0.506019571,177.6695,178.0000845,178.1352962
US035242AN64,ABIBB 4.9 02/01/46,1457486,95.316,1415205,0.027896724,1/25/2016,2/1/2046,Consumer Staples,11000000000,1457486000,USD,BE,4.845808516,116075,14.32056293,4.967083913,0.000151505,90,1,1,14.71531542,3.029914424,208.0394,221.8821883,222.405788
US747525AT09,QCOM 2.9 05/20/24,1500000,94.104,1414218,0.027877268,5/26/2017,5/20/2024,Technology,1500000000,1500000000,USD,US,0.66839786,4247,39.98764987,2.998697917,2.84863E-05,71,0,1,5.042171939,0.280199503,136.4085,125.3862106,125.9693029
US037833DK32,AAPL 3 11/13/27,1500000,93.896,1412065,0.027834828,11/13/2017,11/13/2027,Technology,1500000000,1500000000,USD,US,-1.503304113,-122617,11.62300632,25.24722222,1.4094E-05,64,0,1,7.826713895,0.678970406,90.9842,88.17156546,89.17191051
US53944YAB92,LLOYDS 4.65 03/24/26,1500000,93.094,1411523,0.027824144,3/24/2016,3/24/2026,Financials,1500000000,1500000000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.001508631,96,0,1,6.147470638,0.427255533,289.464,290.9043275,290.9521616
US14040HBT14,COF 3.3 10/30/24,1500000,93.679,1410960,0.027813046,10/31/2017,10/30/2024,Financials,1500000000,1500000000,USD,US,3.098140651,45683,6.621901647,3.871832006,0.000116816,109,0,1,5.348827573,0.316239455,178.6202,167.2122321,167.8433822
US22546QAF46,CS 4 ? 08/05/20,1368881,101.271,1407407,0.027743008,8/5/2010,8/5/2020,Financials,2000000000,1368881000,USD,CH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000421815,48,0,1,1.578969967,0.032384003,71.9047,51.78864301,59.40705561
US86960BAX01,SHBASS 3.9 11/20/23,1400000,100.21399,1406332,0.027721818,11/20/2018,11/20/2023,Financials,1400000000,1400000000,USD,SE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.00210106,64,1,1,4.525326,0.230028021,105.1903,94.75470037,94.8985753
US961214DF70,WSTP 4.322 11/23/31,1500000,93.458,1405292,0.027701317,11/23/2016,11/23/2031,Financials,1500000000,1500000000,USD,AU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000411808,95,0,1,6.745187554,0.510988059,236.9101,232.7810763,237.1328771
US140420NB24,COF 3 ? 02/15/23,1447040,95.969,1404582,0.027687322,2/11/2013,2/15/2023,Financials,1447040000,1447040000,USD,US,3.098140651,45683,6.621901647,3.871832006,0.000116816,109,0,1,3.874072071,0.16944644,170.4435,159.4874153,159.6789028
US80282KAT34,SOV 3.7 03/28/22,1436107,96.994,1403860,0.027673089,3/1/2018,3/28/2022,Financials,1436107000,1436107000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000129253,57,0,1,3.100441855,0.110245037,187.8214,175.9792528,176.625085
US30219GAN88,ESRX 3.4 03/01/27,1500000,92.557,1402663,0.027649494,7/5/2016,3/1/2027,Health Care,1500000000,1500000000,USD,US,1.478167511,11296.7,8.879379964,12.00197401,1.89442E-05,63,1,1,7.114836735,0.566265289,159.5568,158.4616924,159.2937412
US15135UAF66,CVECN 6 ? 11/15/39,1400000,99.542,1400676,0.027610326,6/30/2010,11/15/2039,Energy,1400000000,1400000000,USD,CA,2.641553269,7959,13.72567852,3.830122592,0.002715257,243,0,0,11.42398704,1.787080396,362.7968,378.2595351,377.8979318
US931427AC23,WBA 4.8 11/18/44,1500000,93.049,1400535,0.027607547,11/18/2014,11/18/2044,Consumer Staples,1500000000,1500000000,USD,US,1.55494631,14294,9.955244231,12.85048232,4.46693E-05,77,0,1,14.66235122,2.92659306,211.4463,225.2952943,225.7482148
US86562MAK62,SUMIBK 3.01 10/19/26,1500000,92.885,1399922,0.027595463,10/19/2016,10/19/2026,Financials,1500000000,1500000000,USD,JP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.006179692,63,0,1,6.975917439,0.537805479,121.331,121.415135,121.6417145
US037411AW56,APA 5.1 09/01/40,1498800,91.916,1399082,0.027578905,8/20/2010,9/1/2040,Energy,1500000000,1498800000,USD,US,1.70857656,8944,6.282324701,7.841201717,0.001087392,186,0,1,12.76565549,2.184085702,264.933,278.7431863,279.2084892
US56585AAF93,MPC 6 ? 03/01/41,1249545,110.067,1398124,0.027560021,11/14/2011,3/1/2041,Energy,1249545000,1249545000,USD,US,1.99481174,18325,8.061578479,8.396802326,0.000164548,106,0,1,12.19414631,2.032723761,252.6821,266.8232173,267.3182845
US48126BAA17,JPM 5.4 01/06/42,1250000,109.403,1396788,0.027533685,12/22/2011,1/6/2042,Financials,1250000000,1250000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,13.59858678,2.491698358,158.4882,172.953273,172.5540583
US548661DQ70,LOW 4.05 05/03/47,1500000,92.307,1391186,0.027423258,5/3/2017,5/3/2047,Consumer Discretionary,1500000000,1500000000,USD,US,1.722313011,13701,12.59963192,12.36834094,1.75071E-05,85,0,1,16.56066814,3.698042759,138.0556,151.7108306,152.3394345
US035240AM26,ABIBB 4 ? 04/15/38,1500000,92.015,1390616,0.027412022,4/4/2018,4/15/2038,Consumer Staples,1500000000,1500000000,USD,BE,4.845808516,116075,14.32056293,4.967083913,0.000151505,90,1,1,12.85587886,2.084379439,187.2841,200.8811883,201.3332473
US46625HHV50,JPM 5 ? 10/15/40,1250000,110.329,1389998,0.02739984,10/21/2010,10/15/2040,Financials,1250000000,1250000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,13.3233763,2.336606941,156.9372,171.3599882,171.0364825
US438516BL94,HON 2 ? 11/01/26,1500000,92.336,1389311,0.027386298,10/31/2016,11/1/2026,Industrials,1500000000,1500000000,USD,US,0.677204147,6782,16.15487553,26.15822785,8.13329E-07,29,0,1,7.144946158,0.559268939,72.9432,72.21915513,73.06983893
US46625HJM34,JPM 5 ? 08/16/43,1250000,109.287,1388744,0.027375121,8/21/2013,8/16/2043,Financials,1250000000,1250000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,13.91404277,2.653633649,178.3391,193.0083492,192.6248252
US961214CX95,WSTP 2.85 05/13/26,1500000,92.34,1388544,0.027371178,5/13/2016,5/13/2026,Financials,1500000000,1500000000,USD,AU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000411808,95,0,1,6.684491944,0.491013999,114.3734,115.4092581,115.4884708
US17275RBL50,CSCO 2 ? 09/20/26,1500000,91.887,1386847,0.027337727,9/20/2016,9/20/2026,Technology,1500000000,1500000000,USD,US,-1.085756185,-17029,11.83560425,15.37751856,6.70798E-06,57,0,1,7.028668001,0.542524368,80.2046,79.85774441,80.57500764
US824348AW63,SHW 3.45 06/01/27,1500000,92.285,1385856,0.027318192,5/16/2017,6/1/2027,Materials,1500000000,1500000000,USD,US,2.991170259,9490.015,20.87609299,8.778309567,1.35263E-05,82,0,1,7.350309077,0.600169285,164.7589,163.1772057,163.9318829
US539830BL23,LMT 4.7 05/15/46,1326432,103.973,1383807,0.027277802,11/23/2015,5/15/2046,Industrials,2000000000,1326432000,USD,US,1.578292627,13888,13.21195678,10.93087558,2.94722E-05,59,0,1,15.73311429,3.326899536,127.9856,141.551491,142.1710145
US031162CD02,AMGN 4.563 06/15/48,1415205,95.521,1383568,0.027273091,1/10/2017,6/15/2048,Health Care,1415205000,1415205000,USD,US,0.361869579,4506,11.40151276,#N/A N/A,1.38284E-05,59,0,1,15.81441553,3.536747474,170.2548,184.1989753,184.9263762
US03524BAE65,ABIBB 3.7 02/01/24,1400000,97.471,1383443,0.027270627,1/27/2014,2/1/2024,Consumer Staples,1400000000,1400000000,USD,BE,4.845808516,116075,14.32056293,4.967083913,0.000151505,90,1,1,4.649849032,0.243877395,146.8552,136.0883135,136.3297226
US14040HBK05,COF 3 ? 07/28/26,1500000,90.807,1383043,0.027262742,7/28/2016,7/28/2026,Financials,1500000000,1500000000,USD,US,3.098140651,45683,6.621901647,3.871832006,0.000116816,109,0,1,6.543867206,0.481425357,231.7904,232.3847531,232.604633
US89352HAW97,TRPCN 4 ? 05/15/28,1400000,98.403,1382105,0.027244252,5/7/2018,5/15/2028,Energy,1400000000,1400000000,USD,CA,7.210241337,48630,#N/A N/A,2.496490407,0.010026854,358,0,1,7.819529008,0.695603922,155.3856,151.2178693,152.8400886
US867229AE68,SUCN 6 ? 06/15/38,1150000,116.85,1380527,0.027213146,6/28/2007,6/15/2038,Energy,1150000000,1150000000,USD,CA,1.053047509,14345,6.727790772,51.60185185,3.92036E-05,70,0,1,11.63987163,1.81586542,197.469,212.6988637,212.2093095
US96949LAD73,WMB 3 ? 06/15/27,1450000,93.361,1380469,0.027212003,6/5/2017,6/15/2027,Energy,1450000000,1450000000,USD,US,7.295797768,23607,19.26590522,2.43767313,9.61924E-05,91,0,1,7.167384422,0.584423183,180.3526,178.5909221,179.5108826
US031162BV19,AMGN 3 ? 05/22/24,1400000,98.398,1380391,0.027210465,5/22/2014,5/22/2024,Health Care,1400000000,1400000000,USD,US,0.361869579,4506,11.40151276,#N/A N/A,1.38284E-05,59,0,1,4.970575194,0.275515202,115.8437,102.922885,105.3823061
US345370CR99,F 4.346 12/08/26,1500000,89.759,1379704,0.027196923,12/8/2016,12/8/2026,Consumer Discretionary,1500000000,1500000000,USD,US,-0.718498875,-8813,2.276304101,11.70873786,0.003278678,267,0,1,6.749593289,0.509519288,303.6241,303.2576042,303.7928506
US42824CAN92,HPE 4.4 10/15/22,1345047,101.839,1379153,0.027186062,12/30/2016,10/15/2022,Technology,1345047000,1345047000,USD,US,1.429330709,7296,6.539636897,11.00598802,0.000499542,111,0,1,3.407391092,0.133583166,108.7199,95.83033972,97.7179308
US14040HBP91,COF 2 ? 05/12/20,1400000,98.199,1377703,0.027157479,5/12/2017,5/12/2020,Financials,1400000000,1400000000,USD,US,3.098140651,45683,6.621901647,3.871832006,0.000116816,109,0,1,1.392489772,0.025550298,93.8541,69.75488634,82.1793226
US46647PAK21,JPM 4.032 07/24/48,1500000,90.228,1376604,0.027135815,7/24/2017,7/24/2048,Financials,1500000000,1500000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,16.31803142,3.652208785,150.0296,164.0015256,164.3828886
